RIL	Chr	Start	end
RIL_1	Chr_4	25270439	25270442
RIL_1	Chr_4	26016656	26016659
RIL_1	Chr_4	26175280	26175283
RIL_1	Chr_4	26226544	26226547
RIL_1	Chr_4	26423865	26423868
RIL_1	Chr_4	26998134	26998137
RIL_1	Chr_4	27011584	27011587
RIL_1	Chr_4	27056953	27056956
RIL_1	Chr_4	27129771	27129774
RIL_1	Chr_4	27511879	27511882
RIL_1	Chr_4	27782487	27782490
RIL_1	Chr_4	28057249	28057252
RIL_1	Chr_4	28148000	28148003
RIL_1	Chr_4	28828618	28828621
RIL_1	Chr_4	29383583	29383586
RIL_1	Chr_4	29593706	29593709
RIL_1	Chr_4	29870752	29870755
RIL_1	Chr_4	29941294	29941297
RIL_1	Chr_4	30320687	30320690
RIL_1	Chr_4	30513996	30513999
RIL_1	Chr_4	31384223	31384226
RIL_1	Chr_4	31387730	31387733
RIL_1	Chr_4	31674848	31674851
RIL_1	Chr_4	31677004	31677007
RIL_1	Chr_4	31997422	31997425
RIL_1	Chr_4	32326937	32326940
RIL_1	Chr_4	33017280	33017283
RIL_1	Chr_4	33094033	33094036
RIL_1	Chr_4	34367903	34367906
RIL_1	Chr_4	34687258	34687261
RIL_1	Chr_4	34723143	34723146
RIL_1	Chr_4	35185335	35185338
RIL_1	Chr_5	171252	171255
RIL_1	Chr_5	334871	334874
RIL_1	Chr_5	898444	898447
RIL_1	Chr_5	938268	938271
RIL_1	Chr_5	2916712	2916715
RIL_1	Chr_5	4248931	4248934
RIL_1	Chr_5	4249077	4249080
RIL_1	Chr_5	5370458	5370461
RIL_1	Chr_5	6164427	6164430
RIL_1	Chr_5	7439410	7439413
RIL_1	Chr_5	10234682	10234685
RIL_1	Chr_5	13976475	13976478
RIL_1	Chr_5	16343030	16343033
RIL_1	Chr_5	16383589	16383592
RIL_1	Chr_5	16788403	16788406
RIL_1	Chr_5	17983773	17983776
RIL_1	Chr_5	18695565	18695568
RIL_1	Chr_5	18960104	18960107
RIL_1	Chr_5	19034903	19034906
RIL_1	Chr_5	19041506	19041509
RIL_1	Chr_5	20051104	20051107
RIL_1	Chr_5	20159531	20159534
RIL_1	Chr_5	20163985	20163988
RIL_1	Chr_5	20301998	20302001
RIL_1	Chr_5	21321063	21321066
RIL_1	Chr_5	21606697	21606700
RIL_1	Chr_5	21678134	21678137
RIL_1	Chr_5	22645235	22645238
RIL_1	Chr_5	23257990	23257993
RIL_1	Chr_5	23398861	23398864
RIL_1	Chr_5	23499075	23499078
RIL_1	Chr_5	24446370	24446373
RIL_1	Chr_5	24649159	24649162
RIL_1	Chr_5	27073214	27073217
RIL_1	Chr_5	27123801	27123804
RIL_1	Chr_5	27986972	27986975
RIL_1	Chr_5	28024211	28024214
RIL_1	Chr_5	28384596	28384599
RIL_1	Chr_5	28592208	28592211
RIL_1	Chr_5	28670921	28670924
RIL_1	Chr_5	28811998	28812001
RIL_1	Chr_5	29075875	29075878
RIL_1	Chr_5	29472574	29472577
RIL_1	Chr_5	29589767	29589770
RIL_1	Chr_5	29636516	29636519
RIL_1	Chr_6	227472	227475
RIL_1	Chr_6	830991	830994
RIL_1	Chr_6	1543420	1543423
RIL_1	Chr_6	2035337	2035340
RIL_1	Chr_6	2856375	2856378
RIL_1	Chr_6	3811309	3811312
RIL_1	Chr_6	4093155	4093158
RIL_1	Chr_6	4729736	4729739
RIL_1	Chr_6	5138021	5138024
RIL_1	Chr_6	5711667	5711670
RIL_1	Chr_6	6151041	6151044
RIL_1	Chr_6	6356701	6356704
RIL_1	Chr_6	6521724	6521727
RIL_1	Chr_6	6848915	6848918
RIL_1	Chr_6	7690781	7690784
RIL_1	Chr_6	8042615	8042618
RIL_1	Chr_6	8356630	8356633
RIL_1	Chr_6	9978145	9978148
RIL_1	Chr_6	10089991	10089994
RIL_1	Chr_6	10360942	10360945
RIL_1	Chr_6	11552864	11552867
RIL_1	Chr_6	11558694	11558697
RIL_1	Chr_6	14533007	14533010
RIL_1	Chr_6	16569501	16569504
RIL_1	Chr_6	17106305	17106308
RIL_1	Chr_6	18886269	18886272
RIL_1	Chr_6	20717706	20717709
RIL_1	Chr_6	21010524	21010527
RIL_1	Chr_6	21359909	21359912
RIL_1	Chr_6	22182218	22182221
RIL_1	Chr_6	23126473	23126476
RIL_1	Chr_6	23535330	23535333
RIL_1	Chr_6	24358874	24358877
RIL_1	Chr_6	24736784	24736787
RIL_1	Chr_6	25002505	25002508
RIL_1	Chr_6	25121076	25121079
RIL_1	Chr_6	25941375	25941378
RIL_1	Chr_6	26397557	26397560
RIL_1	Chr_6	26521347	26521350
RIL_1	Chr_6	27025138	27025141
RIL_1	Chr_6	27249224	27249227
RIL_1	Chr_6	29048878	29048881
RIL_1	Chr_6	29405406	29405409
RIL_1	Chr_6	29467373	29467376
RIL_1	Chr_6	29874552	29874555
RIL_1	Chr_6	30293898	30293901
RIL_1	Chr_6	30450782	30450785
RIL_1	Chr_7	1246394	1246397
RIL_1	Chr_7	1552027	1552030
RIL_1	Chr_7	1711845	1711848
RIL_1	Chr_7	1765517	1765520
RIL_1	Chr_7	3667744	3667747
RIL_1	Chr_7	4019951	4019954
RIL_1	Chr_7	4031358	4031361
RIL_1	Chr_7	4049586	4049589
RIL_1	Chr_7	4283790	4283793
RIL_1	Chr_7	7314673	7314676
RIL_1	Chr_7	7972037	7972040
RIL_1	Chr_7	8879927	8879930
RIL_1	Chr_7	11852824	11852827
RIL_1	Chr_7	13481677	13481680
RIL_1	Chr_7	14975640	14975643
RIL_1	Chr_7	15322485	15322488
RIL_1	Chr_7	16023231	16023234
RIL_1	Chr_7	17125849	17125852
RIL_1	Chr_7	18398411	18398414
RIL_1	Chr_7	18920531	18920534
RIL_1	Chr_7	18983648	18983651
RIL_1	Chr_7	19010135	19010138
RIL_1	Chr_7	19911143	19911146
RIL_1	Chr_7	20152298	20152301
RIL_1	Chr_7	20204540	20204543
RIL_1	Chr_7	20527763	20527766
RIL_1	Chr_7	20615707	20615710
RIL_1	Chr_7	21376224	21376227
RIL_1	Chr_7	21402839	21402842
RIL_1	Chr_7	21883487	21883490
RIL_1	Chr_7	22060084	22060087
RIL_1	Chr_7	22679546	22679549
RIL_1	Chr_7	23009796	23009799
RIL_1	Chr_7	23067146	23067149
RIL_1	Chr_7	23272149	23272152
RIL_1	Chr_7	23407161	23407164
RIL_1	Chr_7	23555326	23555329
RIL_1	Chr_7	23559204	23559207
RIL_1	Chr_7	23752426	23752429
RIL_1	Chr_7	23852998	23853001
RIL_1	Chr_7	23898252	23898255
RIL_1	Chr_7	24036104	24036107
RIL_1	Chr_7	24937107	24937110
RIL_1	Chr_7	24948660	24948663
RIL_1	Chr_7	25253048	25253051
RIL_1	Chr_7	25626283	25626286
RIL_1	Chr_7	26909813	26909816
RIL_1	Chr_7	27443315	27443318
RIL_1	Chr_7	27578565	27578568
RIL_1	Chr_7	28151482	28151485
RIL_1	Chr_7	28526086	28526089
RIL_1	Chr_7	29154624	29154627
RIL_1	Chr_7	29460820	29460823
RIL_1	Chr_7	29484348	29484351
RIL_1	Chr_8	264276	264279
RIL_1	Chr_8	458414	458417
RIL_1	Chr_8	737333	737336
RIL_1	Chr_8	973879	973882
RIL_1	Chr_8	3503388	3503391
RIL_1	Chr_8	5033538	5033541
RIL_1	Chr_8	5556704	5556707
RIL_1	Chr_8	6804573	6804576
RIL_1	Chr_8	8581522	8581525
RIL_1	Chr_8	8655021	8655024
RIL_1	Chr_8	8941062	8941065
RIL_1	Chr_8	9683719	9683722
RIL_1	Chr_8	9778571	9778574
RIL_1	Chr_8	11403144	11403147
RIL_1	Chr_8	13076781	13076784
RIL_1	Chr_8	13103107	13103110
RIL_1	Chr_8	14721481	14721484
RIL_1	Chr_8	15387729	15387732
RIL_1	Chr_8	15632446	15632449
RIL_1	Chr_8	19197270	19197273
RIL_1	Chr_8	19452247	19452250
RIL_1	Chr_8	19453400	19453403
RIL_1	Chr_8	19888503	19888506
RIL_1	Chr_8	20628371	20628374
RIL_1	Chr_8	22948359	22948362
RIL_1	Chr_8	22958988	22958991
RIL_1	Chr_8	23289526	23289529
RIL_1	Chr_8	23643434	23643437
RIL_1	Chr_8	23714170	23714173
RIL_1	Chr_8	24175360	24175363
RIL_1	Chr_8	24585355	24585358
RIL_1	Chr_8	24622993	24622996
RIL_1	Chr_8	24830425	24830428
RIL_1	Chr_8	24865163	24865166
RIL_1	Chr_8	24965703	24965706
RIL_1	Chr_8	25236839	25236842
RIL_1	Chr_8	25278858	25278861
RIL_1	Chr_8	25881177	25881180
RIL_1	Chr_8	27109714	27109717
RIL_1	Chr_8	27153070	27153073
RIL_1	Chr_8	27396688	27396691
RIL_1	Chr_8	27546364	27546367
RIL_1	Chr_8	27559394	27559397
RIL_1	Chr_8	28045328	28045331
RIL_1	Chr_9	626689	626692
RIL_1	Chr_9	643090	643093
RIL_1	Chr_9	968866	968869
RIL_1	Chr_9	2094377	2094380
RIL_1	Chr_9	2920203	2920206
RIL_1	Chr_9	2929960	2929963
RIL_1	Chr_9	4213473	4213476
RIL_1	Chr_9	6030899	6030902
RIL_1	Chr_9	7117394	7117397
RIL_1	Chr_9	7248750	7248753
RIL_1	Chr_9	12105753	12105756
RIL_1	Chr_9	12538487	12538490
RIL_1	Chr_9	15293698	15293701
RIL_1	Chr_9	15394514	15394517
RIL_1	Chr_9	15441737	15441740
RIL_1	Chr_9	15489449	15489452
RIL_1	Chr_9	16024220	16024223
RIL_1	Chr_9	16552221	16552224
RIL_1	Chr_9	16690611	16690614
RIL_1	Chr_9	17137789	17137792
RIL_1	Chr_9	17358859	17358862
RIL_1	Chr_9	17452746	17452749
RIL_1	Chr_9	17901600	17901603
RIL_1	Chr_9	18354393	18354396
RIL_1	Chr_9	18705898	18705901
RIL_1	Chr_9	19596968	19596971
RIL_1	Chr_9	19644908	19644911
RIL_1	Chr_9	19832666	19832669
RIL_1	Chr_9	19853963	19853966
RIL_1	Chr_9	20177226	20177229
RIL_1	Chr_9	20798034	20798037
RIL_1	Chr_9	20838350	20838353
RIL_1	Chr_9	21385878	21385881
RIL_1	Chr_9	21458343	21458346
RIL_1	Chr_9	21714458	21714461
RIL_1	Chr_9	21859386	21859389
RIL_1	Chr_9	21884648	21884651
RIL_1	Chr_9	22064458	22064461
RIL_1	Chr_9	22075012	22075015
RIL_1	Chr_9	22186804	22186807
RIL_1	Chr_9	22559518	22559521
RIL_1	Chr_9	22706822	22706825
RIL_1	Chr_10	664875	664878
RIL_1	Chr_10	855359	855362
RIL_1	Chr_10	1267743	1267746
RIL_1	Chr_10	1896880	1896883
RIL_1	Chr_10	2990544	2990547
RIL_1	Chr_10	7399683	7399686
RIL_1	Chr_10	10787549	10787552
RIL_1	Chr_10	11609959	11609962
RIL_1	Chr_10	12054351	12054354
RIL_1	Chr_10	13030577	13030580
RIL_1	Chr_10	13392306	13392309
RIL_1	Chr_10	14181191	14181194
RIL_1	Chr_10	15143402	15143405
RIL_1	Chr_10	15522562	15522565
RIL_1	Chr_10	15844226	15844229
RIL_1	Chr_10	16442683	16442686
RIL_1	Chr_10	16607043	16607046
RIL_1	Chr_10	17064451	17064454
RIL_1	Chr_10	17892618	17892621
RIL_1	Chr_10	18014652	18014655
RIL_1	Chr_10	18044216	18044219
RIL_1	Chr_10	18430452	18430455
RIL_1	Chr_10	20361906	20361909
RIL_1	Chr_10	21163117	21163120
RIL_1	Chr_10	21361205	21361208
RIL_1	Chr_10	21581951	21581954
RIL_1	Chr_10	22510406	22510409
RIL_1	Chr_10	22578378	22578381
RIL_1	Chr_11	714789	714792
RIL_1	Chr_11	715261	715264
RIL_1	Chr_11	2192350	2192353
RIL_1	Chr_11	2883124	2883127
RIL_1	Chr_11	3607038	3607041
RIL_1	Chr_11	3763340	3763343
RIL_1	Chr_11	3845770	3845773
RIL_1	Chr_11	3851784	3851787
RIL_1	Chr_11	4012271	4012274
RIL_1	Chr_11	4179068	4179071
RIL_1	Chr_11	6969695	6969698
RIL_1	Chr_11	7503885	7503888
RIL_1	Chr_11	10091197	10091200
RIL_1	Chr_11	10797352	10797355
RIL_1	Chr_11	10863128	10863131
RIL_1	Chr_11	11101465	11101468
RIL_1	Chr_11	11257529	11257532
RIL_1	Chr_11	16397044	16397047
RIL_1	Chr_11	16894774	16894777
RIL_1	Chr_11	17867689	17867692
RIL_1	Chr_11	18491843	18491846
RIL_1	Chr_11	19084256	19084259
RIL_1	Chr_11	19939293	19939296
RIL_1	Chr_11	20490424	20490427
RIL_1	Chr_11	21176363	21176366
RIL_1	Chr_11	21459183	21459186
RIL_1	Chr_11	22474608	22474611
RIL_1	Chr_11	23735907	23735910
RIL_1	Chr_11	25822229	25822232
RIL_1	Chr_12	794243	794246
RIL_1	Chr_12	2200780	2200783
RIL_1	Chr_12	2900813	2900816
RIL_1	Chr_12	3119685	3119688
RIL_1	Chr_12	3373256	3373259
RIL_1	Chr_12	3616589	3616592
RIL_1	Chr_12	4097961	4097964
RIL_1	Chr_12	4965477	4965480
RIL_1	Chr_12	5083129	5083132
RIL_1	Chr_12	6625426	6625429
RIL_1	Chr_12	14479864	14479867
RIL_1	Chr_12	16032691	16032694
RIL_1	Chr_12	17899918	17899921
RIL_1	Chr_12	19177972	19177975
RIL_1	Chr_12	22672022	22672025
RIL_1	Chr_12	23877485	23877488
RIL_1	Chr_12	23910254	23910257
RIL_1	Chr_12	24595102	24595105
RIL_1	Chr_12	26261129	26261132
RIL_1	Chr_12	26642869	26642872
RIL_1	Chr_12	26656939	26656942
RIL_2	Chr_1	175182	175185
RIL_2	Chr_1	1084104	1084107
RIL_2	Chr_1	1132562	1132565
RIL_2	Chr_1	1132974	1132977
RIL_2	Chr_1	3619549	3619552
RIL_2	Chr_1	5087201	5087204
RIL_2	Chr_1	5623713	5623716
RIL_2	Chr_1	5709004	5709007
RIL_2	Chr_1	6057238	6057241
RIL_2	Chr_1	6432233	6432236
RIL_2	Chr_1	6806760	6806763
RIL_2	Chr_1	6816417	6816420
RIL_2	Chr_1	6846281	6846284
RIL_2	Chr_1	6871749	6871752
RIL_2	Chr_1	7514411	7514414
RIL_2	Chr_1	7587835	7587838
RIL_2	Chr_1	7615198	7615201
RIL_2	Chr_1	7739100	7739103
RIL_2	Chr_1	8083871	8083874
RIL_2	Chr_1	8479731	8479734
RIL_2	Chr_1	8578347	8578350
RIL_2	Chr_1	8750605	8750608
RIL_2	Chr_1	8750743	8750746
RIL_2	Chr_1	8984850	8984853
RIL_2	Chr_1	9142464	9142467
RIL_2	Chr_1	9581604	9581607
RIL_2	Chr_1	9854677	9854680
RIL_2	Chr_1	10233765	10233768
RIL_2	Chr_1	10615260	10615263
RIL_2	Chr_1	10903900	10903903
RIL_2	Chr_1	11226137	11226140
RIL_2	Chr_1	12225807	12225810
RIL_2	Chr_1	12249227	12249230
RIL_2	Chr_1	13935274	13935277
RIL_2	Chr_1	14047375	14047378
RIL_2	Chr_1	14384273	14384276
RIL_2	Chr_1	14479331	14479334
RIL_2	Chr_1	18832726	18832729
RIL_2	Chr_1	18989741	18989744
RIL_2	Chr_1	20034909	20034912
RIL_2	Chr_1	21351850	21351853
RIL_2	Chr_1	21565699	21565702
RIL_2	Chr_1	22415369	22415372
RIL_2	Chr_1	23928391	23928394
RIL_2	Chr_1	24082897	24082900
RIL_2	Chr_1	24465136	24465139
RIL_2	Chr_1	24610174	24610177
RIL_2	Chr_1	24966588	24966591
RIL_2	Chr_1	25256700	25256703
RIL_2	Chr_1	25680935	25680938
RIL_2	Chr_1	27924847	27924850
RIL_2	Chr_1	28356228	28356231
RIL_2	Chr_1	28394513	28394516
RIL_2	Chr_1	28811148	28811151
RIL_2	Chr_1	28924284	28924287
RIL_2	Chr_1	29276378	29276381
RIL_2	Chr_1	29322742	29322745
RIL_2	Chr_1	29328835	29328838
RIL_2	Chr_1	29935738	29935741
RIL_2	Chr_1	30235962	30235965
RIL_2	Chr_1	30897454	30897457
RIL_2	Chr_1	31412431	31412434
RIL_2	Chr_1	32089021	32089024
RIL_2	Chr_1	32334685	32334688
RIL_2	Chr_1	32658454	32658457
RIL_2	Chr_1	33146261	33146264
RIL_2	Chr_1	33282256	33282259
RIL_2	Chr_1	33781381	33781384
RIL_2	Chr_1	35200488	35200491
RIL_2	Chr_1	35936947	35936950
RIL_2	Chr_1	36796589	36796592
RIL_2	Chr_1	38085596	38085599
RIL_2	Chr_1	38092037	38092040
RIL_2	Chr_1	38898351	38898354
RIL_2	Chr_1	39666830	39666833
RIL_2	Chr_1	39804989	39804992
RIL_2	Chr_1	39899559	39899562
RIL_2	Chr_1	42023271	42023274
RIL_2	Chr_1	42038880	42038883
RIL_2	Chr_1	42320293	42320296
RIL_2	Chr_2	223442	223445
RIL_2	Chr_2	913612	913615
RIL_2	Chr_2	1161810	1161813
RIL_2	Chr_2	1493778	1493781
RIL_2	Chr_2	1583546	1583549
RIL_2	Chr_2	2025375	2025378
RIL_2	Chr_2	3502593	3502596
RIL_2	Chr_2	3639033	3639036
RIL_2	Chr_2	4314534	4314537
RIL_2	Chr_2	4699554	4699557
RIL_2	Chr_2	4999904	4999907
RIL_2	Chr_2	5033283	5033286
RIL_2	Chr_2	5545954	5545957
RIL_2	Chr_2	6007526	6007529
RIL_2	Chr_2	7113419	7113422
RIL_2	Chr_2	7346135	7346138
RIL_2	Chr_2	7460592	7460595
RIL_2	Chr_2	8187916	8187919
RIL_2	Chr_2	8898162	8898165
RIL_2	Chr_2	9418869	9418872
RIL_2	Chr_2	10076666	10076669
RIL_2	Chr_2	12467699	12467702
RIL_2	Chr_2	13200713	13200716
RIL_2	Chr_2	13403984	13403987
RIL_2	Chr_2	14601852	14601855
RIL_2	Chr_2	15727561	15727564
RIL_2	Chr_2	15728852	15728855
RIL_2	Chr_2	18538059	18538062
RIL_2	Chr_2	18569682	18569685
RIL_2	Chr_2	18621511	18621514
RIL_2	Chr_2	19050841	19050844
RIL_2	Chr_2	19341459	19341462
RIL_2	Chr_2	19487219	19487222
RIL_2	Chr_2	19726702	19726705
RIL_2	Chr_2	20000326	20000329
RIL_2	Chr_2	20144822	20144825
RIL_2	Chr_2	21515952	21515955
RIL_2	Chr_2	22270894	22270897
RIL_2	Chr_2	22316501	22316504
RIL_2	Chr_2	22478976	22478979
RIL_2	Chr_2	23264457	23264460
RIL_2	Chr_2	23518177	23518180
RIL_2	Chr_2	24014617	24014620
RIL_2	Chr_2	24059154	24059157
RIL_2	Chr_2	24215955	24215958
RIL_2	Chr_2	25548874	25548877
RIL_2	Chr_2	25969391	25969394
